"","surveyor_id","audio_1","record_prime","start_time","end_time","treat_assign","treat_all","block","community","TG_inv","TP_inv","female","education","age","age2","income","party_close","econfood","econinc","earners","assets1.elec","assets1.generator","assets1.radio","assets1.tv","assets1.phone","assets1.fridge","assets1.comp","assets1.stove","assets1.lock","assets2.watch","assets2.bike","assets2.moto","assets2.cart","assets2.car","assets2.tractor","assets2.wheelbarrow","assets2.smartphone","assets3.cattle","assets3.horses","assets3.mules","assets3.goats","assets3.sheep","assets3.chickens","assets3.rabbits","assets3.pigs","land","rooms","assets_pc_urb","assets_pc_rur","activism.act_rally_opp","activism.act_rally_zpf","activism.act_clothes","activism.act_volunteer","activism.act_ngo_peace","activism.act_ngo_elec","activism.act_run","activism.act_facebook","activism_pc","harm.exp","mdp.exp","abduct.exp","sexual.exp","murder.exp","torture.exp","arrest.exp","threat.exp","discrim.exp","trauma_exp","prob_threat_elec","prob_beat_elec","prob_abduct_elec","prob_mdp_elec","prob_sexual_elec","prob_kill_elec","prob_act_elec","prob_shirt_elec","prob_joke_elec","prob_meeting_elec","prob_vh_elec","prob_pungwe_elec","prob_testify_elec","prob_threat_now","prob_beat_now","prob_abduct_now","prob_mdp_now","prob_sexual_now","prob_kill_now","prob_act_now","prob_shirt_now","prob_joke_now","prob_meeting_now","prob_vh_now","prob_pungwe_now","prob_testify_now","prob_shirt_oth_elec","prob_joke_oth_elec","prob_meeting_oth_elec","prob_vh_oth_elec","prob_pungwe_oth_elec","prob_testify_oth_elec","prob_shirt_oth_now","prob_joke_oth_now","prob_meeting_oth_now","prob_vh_oth_now","prob_pungwe_oth_now","prob_testify_oth_now","fear_bin","anger_bin","sadness_bin","surprise_bin","disgust_bin","happiness_bin","prob_shirt_elec_bin","prob_joke_elec_bin","prob_meeting_elec_bin","prob_vh_elec_bin","prob_pungwe_elec_bin","prob_testify_elec_bin","prob_shirt_now_bin","prob_joke_now_bin","prob_meeting_now_bin","prob_vh_now_bin","prob_pungwe_now_bin","prob_testify_now_bin","prob_shirt_elec_oth_bin","prob_joke_elec_oth_bin","prob_meeting_elec_oth_bin","prob_vh_elec_oth_bin","prob_pungwe_elec_oth_bin","prob_testify_elec_oth_bin","prob_threat_elec_bin","prob_beat_elec_bin","prob_abduct_elec_bin","prob_mdp_elec_bin","prob_sexual_elec_bin","prob_kill_elec_bin","fear_st","anger_st","sadness_st","surprise_st","happiness_st","disgust_st","prob_threat_st","prob_beat_st","prob_abduct_st","prob_mdp_st","prob_sexual_st","prob_kill_st","prob_pun_st","prob_biz_st","prob_job_st","prob_worse_st","prob_asset_st","prob_theft_st","prob_sick_st","prob_econ_months_st","prob_econ_years_st","prob_econ_st","risk_seeking_st","risk_averse_st","prob_shirt_st","prob_joke_st","prob_meeting_st","prob_vh_st","prob_pungwe_st","prob_testify_st","prob_act_st","prob_shirt_oth_st","prob_joke_oth_st","prob_meeting_oth_st","prob_vh_oth_st","prob_pungwe_oth_st","prob_testify_oth_st","prob_act_oth_st","prob_act","prob_pun","prob_act_oth","risk_averse","uncer_seeking","loss_seeking","prob_econ","wristband","wristband_real"
"16","Surveyor 1","https://columbiaodk.appspot.com/view/binaryData?blobKey=build_Zim_fear_rv8%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A918d8e8c-e0dc-4065-878a-2a7c38dbb867%5D%2Faudio_1",0.015110628,"Tue Sep 29 10:35:27 UTC 2015","Tue Sep 29 11:05:44 UTC 2015","TG",1,"Blessing0","Bikita",1.5625,NA,0,1,23,529,75,1,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,3,-0.90742353962593,1.54068774172026,0,3,0,0,0,0,NA,0,-0.456811320176971,0,0,0,0,0,0,0,0,0,0,4,3,4,4,4,4,1.66666666666667,1,1,4,1,1,2,1,2,3,3,3,2,3.5,4,1,4,4,4,4,4,2,3,3,3,1,4,2,3,4,3,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0.943009343827866,1.09784831531052,0.47685817474219,1.18261035056259,-1.09887549728719,0.385791580037266,-0.591090862130291,-0.491576693596527,0.602058367935004,0.590523782721535,0.754517318112106,0.238850977548776,0.217475012648624,1.30312527671917,-0.249701942701093,0.836276692288985,-0.211013413773019,1.66531376032782,-0.128023826064878,0.419687397216197,0.927514962633951,0.716622071709943,0.654086605797631,-0.654086605797631,-0.638046737530063,-1.23674906768848,0.337613531626619,-0.324568809249099,-0.361411059061081,0.142033972486319,-0.396203341462985,0.91474247413321,-0.778593184067334,-0.341382689058106,0.874496315941123,0.200948854862619,-1.88867565755635,-0.222093035842138,2.58333333333333,3.08333333333333,2.75,-4,0,0,3.5,1,1
"17","Surveyor 1","https://columbiaodk.appspot.com/view/binaryData?blobKey=build_Zim_fear_rv8%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A895b25a3-f9af-4689-a2ff-6db45f420aae%5D%2Faudio_1",0.058133498,"Tue Oct 06 08:03:46 UTC 2015","Tue Oct 06 08:32:29 UTC 2015","C",0,"Blessing0","Budiriro",1.5625,1.53125,0,3,22,484,300,2,3,3,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.870746274287452,-1.01664615415751,1,3,0,0,0,0,NA,0,-0.448081138687307,0,0,0,0,0,0,0,0,1,0.111111111111111,5,5,3,3,2,3,1.33333333333333,1,1,3,1,1,1,3,3,1,1,1,1,1.33333333333333,1,1,3,1,1,1,1,2,4,2,2,1,2,2,4,2,2,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,-1.30209119361285,-0.330316581724392,-0.286343066651411,1.18261035056259,0.453706778710971,-1.07236981569681,0.816058279806745,0.969456203780147,-0.738953310064077,-0.823198988881142,-0.936870014958815,-0.734809058318846,-0.281652616303032,1.30312527671917,0.979299806530849,0.836276692288985,0.705803487447685,0.785156319886102,-0.128023826064878,0.817285984052595,1.09620273008758,0.999145166313988,-1.5265642543948,1.5265642543948,-1.77445651123852,-1.23674906768848,-0.496643843821397,-1.40646484007943,-1.44904308632954,-1.28501601879354,-1.44173058621002,-2.01243344309306,-0.778593184067334,0.835926260234173,-0.95850906245075,-1.02388226049049,-1.88867565755635,-1.19190755781748,1.33333333333333,2.58333333333333,2.08333333333333,-1,3,4,3.75,NA,0
"18","Surveyor 1","https://columbiaodk.appspot.com/view/binaryData?blobKey=build_Zim_fear_rv8%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A7e0cc604-8362-48b4-a610-ec9683438187%5D%2Faudio_1",0.049777238,"Tue Oct 06 16:02:23 UTC 2015","Tue Oct 06 16:21:24 UTC 2015","TG",1,"Blessing0","Budiriro",1.5625,NA,0,2,29,841,100,3,4,4,2,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.60109000464458,-1.01664615415751,3,3,2,0,0,0,NA,0,-0.411069273213022,1,1,0,0,0,0,0,1,0,0.333333333333333,4,3,4,4,3,4,2,4,1,4,1,1,1,2,2,2,2,2,2,2,4,1,4,1,1,1,2,2,3,1,1,2,2,2,4,2,2,2,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-1.30209119361285,-1.04439903024185,-1.04954430804501,-1.16042911002884,0.453706778710971,-1.07236981569681,-0.122041148151279,-0.491576693596527,0.155054475268644,0.119282858853976,-0.0911763484233544,0.238850977548776,-0.0320888018272041,0.480511124080816,0.159965307042888,-0.00804112204124021,0.705803487447685,0.785156319886102,0.880163804196037,0.419687397216197,0.758827195180316,0.622447706841928,1.38097022586178,-1.38097022586178,0.498363036178398,-1.23674906768848,0.337613531626619,-1.40646484007943,-1.44904308632954,-1.28501601879354,-0.884116055678269,-1.42699825964781,-0.778593184067334,0.247271785588033,-1.56951085524804,-1.63629781816704,-0.734184329155144,-1.19190755781748,2,2.83333333333333,2.08333333333333,-5,0,0,3.41666666666667,NA,0
"19","Surveyor 3","https://columbiaodk.appspot.com/view/binaryData?blobKey=build_Zim_fear_rv8%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A7dd92fbd-a2ba-48a3-87f2-2426c7e49093%5D%2Faudio_1",0.080196525,"Mon Sep 28 11:46:03 UTC 2015","Mon Sep 28 12:23:51 UTC 2015","TP",1,"Faye1","Glen_View",NA,1.54545454545455,1,2,31,961,100,3,4,4,2,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1.36699943864816,-0.502056869588776,3,0,3,3,0,0,NA,0,-0.364418295223542,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3.66666666666667,4,3,4,4,4,3,1,1,1,1,1,1,4,4,4,4,4,4,4,2,2,2,2,2,2,4,4,4,4,4,4,0,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-1.30209119361285,1.09784831531052,1.24005941613579,-1.16042911002884,-1.09887549728719,0.385791580037266,-1.99824000406733,-1.9526095909732,-1.6329610953968,-1.76568083661626,-1.35971684822655,-1.70846909418647,-1.86222344131661,1.30312527671917,0.569632556786869,0.414117785123872,-0.669421864383371,-1.41523728121819,0.376069989065579,0.419687397216197,-0.0846116420878544,0.151575882501853,0.654086605797631,-0.654086605797631,0.498363036178398,0.637113156081943,0.337613531626619,0.75732722158123,0.726220968207376,0.498796470306284,0.649323903284054,-0.256127892757299,0.416369976131932,-0.341382689058106,0.263494523143832,0.200948854862619,0.420306999246066,0.141587409898616,3.83333333333333,1,3,-4,-1,-1,3,NA,0
"20","Surveyor 7","https://columbiaodk.appspot.com/view/binaryData?blobKey=build_Zim_fear_rv8%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A7090ef88-4d8a-4a68-b7bb-c7e0ee7589c1%5D%2Faudio_1",0.094986263,"Thu Oct 01 09:34:06 UTC 2015","Thu Oct 01 10:21:04 UTC 2015","TG",1,"Tangai0","Nyanadzi",1.69230769230769,NA,0,3,34,1156,300,3,4,4,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,4,1.15724029873941,1.61592582844991,0,1,0,0,0,0,NA,0,-0.467285053092499,1,1,1,0,0,1,0,1,1,0.666666666666667,5,5,5,5,5,2,1.33333333333333,2,1,2,1,1,1,4,2,1,2,2,1,2.33333333333333,3,2,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0.943009343827866,1.09784831531052,1.24005941613579,0.401597197032113,0.453706778710971,1.1148722779043,1.28510799378576,0.482445237987922,0.155054475268644,0.590523782721535,0.754517318112106,-1.22163907625266,0.383850888965843,1.30312527671917,0.159965307042888,0.414117785123872,0.705803487447685,0.785156319886102,0.880163804196037,0.817285984052595,0.927514962633951,0.904970801445973,-1.5265642543948,1.5265642543948,-0.638046737530063,-0.861976622934394,-0.913772531545405,-1.04583282980265,-1.08649907724005,-0.928253520973577,-1.02351968831121,-0.841563076202553,-0.181111603967701,-0.930037163704245,-0.347507269653459,-0.411466702813934,-0.156938664954539,-0.585773481582893,1.83333333333333,3.25,2.5,-1,1,1,3.66666666666667,0,1
"21","Surveyor 1","https://columbiaodk.appspot.com/view/binaryData?blobKey=build_Zim_fear_rv8%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A68cf0cb1-d276-4852-b96e-25cf86d30750%5D%2Faudio_1",0.018819918,"Sun Oct 04 15:03:50 UTC 2015","Sun Oct 04 15:28:38 UTC 2015","TP",1,"Blessing1","Glen_View",NA,1.4,1,1,65,4225,20,2,4,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-1.03215212136676,-0.272625154558726,0,1,0,1,0,0,NA,0,-0.449756444387401,0,0,0,0,0,0,0,1,1,0.222222222222222,4,4,2,3,2,2,1.66666666666667,2,1,4,1,1,1,3,2,2,1,2,2,2.16666666666667,4,1,4,2,1,1,2,1,3,1,1,1,4,2,3,3,3,2,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.943009343827866,1.09784831531052,1.24005941613579,1.18261035056259,-1.09887549728719,1.1148722779043,0.347008565827733,-0.00456572780430228,-0.738953310064077,-0.823198988881142,-0.514023181691085,-0.734809058318846,-0.448028492620251,0.480511124080816,-0.659369192445073,0.836276692288985,0.705803487447685,0.345077599665244,0.376069989065579,0.220888103797999,0.590139427726682,0.434098977105898,-0.0727970142665137,0.0727970142665137,-0.259243479627243,-1.23674906768848,0.337613531626619,-1.04583282980265,-1.44904308632954,-1.28501601879354,-0.953817871994738,-0.256127892757299,-1.37607476416697,-0.341382689058106,-0.95850906245075,-1.02388226049049,-1.31142999335575,-1.07068074257057,1.91666666666667,2.41666666666667,2.16666666666667,-3,1,-1,3.25,NA,0
"22","Surveyor 1","https://columbiaodk.appspot.com/view/binaryData?blobKey=build_Zim_fear_rv8%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A5fad1e64-6eb3-4274-8cff-9edd2beedd83%5D%2Faudio_1",0.014462032,"Mon Sep 28 09:17:08 UTC 2015","Mon Sep 28 09:37:13 UTC 2015","TG",1,"Blessing0","Budiriro",1.5625,NA,0,2,37,1369,150,3,4,4,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0.814449217742205,-1.01664615415751,3,3,2,3,0,1,NA,1,0.1560024162937,1,1,0,0,0,1,1,1,0,0.555555555555556,4,4,4,4,4,4,2.83333333333333,2,2,4,2,3,4,3,3,3,3,2,2,3.5,3,2,4,4,4,4,2,2,4,3,2,2,2,2,4,3,3,2,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0.194642498014292,1.09784831531052,1.24005941613579,1.18261035056259,-1.09887549728719,1.1148722779043,0.347008565827733,0.482445237987922,0.602058367935004,0.590523782721535,0.331670484844376,0.238850977548776,0.467038827124452,0.891818200399993,0.979299806530849,0.836276692288985,0.705803487447685,0.785156319886102,0.376069989065579,0.817285984052595,1.09620273008758,0.999145166313988,1.38097022586178,-1.38097022586178,-0.638046737530063,-0.48720417818031,0.337613531626619,0.0360632010276775,0.36367695911789,0.855558968126249,0.0917093727522997,-1.42699825964781,-0.778593184067334,0.835926260234173,0.263494523143832,-0.411466702813934,-0.734184329155144,-0.464546666335975,3.16666666666667,3.33333333333333,2.58333333333333,-5,0,0,3.75,NA,0
"23","Surveyor 2","https://columbiaodk.appspot.com/view/binaryData?blobKey=build_Zim_fear_rv8%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A563d20e3-34cd-45ba-8263-553c89a0c726%5D%2Faudio_1",0.04587087,"Mon Oct 05 12:21:45 UTC 2015","Mon Oct 05 12:59:24 UTC 2015","TP",1,"Deborah1","Highfield",NA,1.75,1,1,35,1225,0,3,4,4,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.62771739177924,-1.09188424088716,0,0,0,0,0,0,NA,0,-0.472521919550263,0,0,0,0,0,0,0,1,1,0.222222222222222,4,4,3,3,2,1,1.16666666666667,1,1,2,1,1,1,2,2,2,2,1,1,1.33333333333333,1,1,3,1,1,1,2,1,2,1,1,1,4,2,3,2,2,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.943009343827866,0.383765866793064,-0.286343066651411,0.401597197032113,0.453706778710971,-1.07236981569681,-0.122041148151279,-0.00456572780430228,-0.291949417397717,-0.351958065013583,-0.936870014958815,-1.70846909418647,-0.61440436893747,1.30312527671917,0.159965307042888,0.836276692288985,-1.58623876560407,-1.41523728121819,-1.64030527145625,-0.375509776456598,-0.421987176995123,-0.413470306706238,1.38097022586178,-1.38097022586178,-1.77445651123852,-1.23674906768848,-0.913772531545405,-1.40646484007943,-1.44904308632954,-1.28501601879354,-1.51143240252649,-0.256127892757299,-1.37607476416697,-0.930037163704245,-1.56951085524804,-1.63629781816704,-1.31142999335575,-1.43436118831132,1.25,2.25,1.91666666666667,-5,0,0,2.5,NA,0
"24","Surveyor 7","https://columbiaodk.appspot.com/view/binaryData?blobKey=build_Zim_fear_rv8%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A5350c66b-4f34-4041-b6ad-315fc4331267%5D%2Faudio_1",0.021148975,"Sun Sep 27 08:54:56 UTC 2015","Sun Sep 27 09:59:25 UTC 2015","C",0,"Tangai0","Highfield",1.69230769230769,1.84615384615385,0,2,50,2500,NA,3,4,4,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0629393060419377,-1.09188424088716,3,1,0,0,0,0,NA,0,-0.441094508623508,0,0,0,0,0,0,0,1,1,0.222222222222222,5,5,3,4,3,2,1.16666666666667,1,2,1,1,1,1,4,2,1,1,1,1,2.16666666666667,2,3,2,2,2,2,3,3,NA,3,2,1,4,4,NA,4,3,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,1,0,1,0,0,0.943009343827866,1.09784831531052,1.24005941613579,1.18261035056259,0.453706778710971,1.1148722779043,1.28510799378576,0.482445237987922,-0.738953310064077,-0.351958065013583,-0.514023181691085,-1.22163907625266,-0.198464678144423,0.480511124080816,0.979299806530849,-0.00804112204124021,1.62262038866839,-0.0950011205556138,0.880163804196037,0.618486690634396,0.927514962633951,0.810796436577958,-0.0727970142665137,0.0727970142665137,-1.3956532533357,-0.112431733426225,-1.74802990699342,-1.04583282980265,-1.08649907724005,-0.928253520973577,-1.16292332094415,0.329307290687956,1.01385155623157,NA,0.874496315941123,-0.411466702813934,-1.31142999335575,-0.00388476839768568,1.66666666666667,2.66666666666667,2.9,-3,0,1,3.58333333333333,0,1
"25","Surveyor 3","https://columbiaodk.appspot.com/view/binaryData?blobKey=build_Zim_fear_rv8%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A35a36488-c2dd-4cf3-bd3d-f12461416e4d%5D%2Faudio_1",0.057065802,"Tue Sep 29 09:53:31 UTC 2015","Tue Sep 29 10:21:10 UTC 2015","C",0,"Faye1","Bikita",1.54545454545455,1.54545454545455,1,2,23,529,0,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,-0.771434168235688,0.0851857507790798,3,3,0,0,0,0,NA,0,-0.43062077570798,1,1,0,0,0,1,0,1,1,0.555555555555556,1,1,1,1,1,1,3.16666666666667,3,2,4,3,4,3,1,1,1,1,1,1,3.5,3,3,4,3,4,4,2,2,2,2,2,2,4,2,4,4,4,4,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-1.30209119361285,-1.04439903024185,-1.04954430804501,-1.16042911002884,1.22999791671005,-1.07236981569681,-1.99824000406733,-1.9526095909732,-1.6329610953968,-1.76568083661626,-1.35971684822655,-1.70846909418647,-1.86222344131661,-1.16471718119589,-1.88837094167702,-2.1188356578668,-1.58623876560407,-1.41523728121819,-1.64030527145625,-1.96590412380219,-2.10886485153146,-2.10860887433051,-0.0727970142665137,0.0727970142665137,-0.259243479627243,-0.112431733426225,0.337613531626619,0.0360632010276775,0.726220968207376,0.498796470306284,0.231113005385238,-0.256127892757299,-0.778593184067334,-0.341382689058106,0.263494523143832,0.200948854862619,0.420306999246066,-0.10086622059522,3.33333333333333,1,2.83333333333333,-3,0,2,1,1,1
"26","Surveyor 6","https://columbiaodk.appspot.com/view/binaryData?blobKey=build_Zim_fear_rv8%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A33c130ee-b535-435f-8271-413fc0877454%5D%2Faudio_1",0.015988528,"Tue Sep 29 12:14:48 UTC 2015","Tue Sep 29 12:39:04 UTC 2015","C",0,"Simon1","Bikita",1.59090909090909,1.54545454545455,1,1,53,2809,40,3,2,4,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,2,-0.99993304384386,0.241964130010009,3,0,3,2,0,0,NA,0,-0.38194690392864,0,0,0,0,0,0,0,0,0,0,5,4,5,5,4,4,1.33333333333333,2,1,2,1,1,1,4,2,2,2,1,1,4.33333333333333,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,0.943009343827866,1.09784831531052,1.24005941613579,1.18261035056259,-1.09887549728719,1.1148722779043,1.28510799378576,-0.00456572780430228,0.602058367935004,0.590523782721535,-0.0911763484233544,-0.247979040385035,0.383850888965843,0.0692040477616394,-0.249701942701093,0.836276692288985,0.247395036837333,-0.535079840776472,-0.632117641195336,-0.176710483038399,0.0840761253657796,-0.0367728472341772,1.38097022586178,-1.38097022586178,0.119559778275578,-0.112431733426225,-0.079515156097389,-0.324568809249099,-0.361411059061081,-0.214728525333647,-0.187097892513577,0.91474247413321,1.6113331363312,0.835926260234173,1.48549810873841,1.42577997021573,1.57479832764728,1.59630919286164,2.83333333333333,3.25,4,-5,0,0,2.83333333333333,1,1
"27","Surveyor 7","https://columbiaodk.appspot.com/view/binaryData?blobKey=build_Zim_fear_rv8%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A2a938976-2427-468c-9c35-3069da0966d5%5D%2Faudio_1",0.038344531,"Thu Oct 01 07:54:12 UTC 2015","Thu Oct 01 08:35:28 UTC 2015","C",0,"Tangai1","Nyanadzi",1.4375,1.3125,1,2,36,1296,0,3,3,4,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,3,-1.00730018953617,1.02609845715153,1,2,1,0,0,0,NA,1,-0.406771155538232,1,1,0,0,0,1,0,1,1,0.555555555555556,5,3,3,2,2,2,1.83333333333333,2,2,3,2,1,1,5,2,2,2,1,1,2.66666666666667,3,3,4,2,2,2,3,2,3,2,2,2,3,3,4,3,3,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.30209119361285,-1.04439903024185,-1.04954430804501,1.18261035056259,1.22999791671005,-1.07236981569681,1.75415770776477,-0.491576693596527,-0.291949417397717,-0.823198988881142,-0.936870014958815,-1.22163907625266,-0.364840554461642,0.891818200399993,0.159965307042888,-0.00804112204124021,0.705803487447685,-0.0950011205556138,0.376069989065579,0.220888103797999,0.590139427726682,0.434098977105898,-0.799680634330659,0.799680634330659,-0.638046737530063,-0.112431733426225,-0.079515156097389,-0.685200819525875,-1.08649907724005,-0.928253520973577,-0.675010606728861,-0.256127892757299,-0.181111603967701,0.247271785588033,-0.347507269653459,-0.411466702813934,-0.156938664954539,-0.222093035842138,2.25,2.5,2.75,-2,0,0,3.25,1,1
"28","Surveyor 6","https://columbiaodk.appspot.com/view/binaryData?blobKey=build_Zim_fear_rv8%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A2037c186-5b05-4f61-adcc-96c72f258527%5D%2Faudio_1",0.011652095,"Fri Oct 02 10:14:46 UTC 2015","Fri Oct 02 10:34:49 UTC 2015","C",0,"Simon1","Bikita",1.59090909090909,1.54545454545455,1,1,63,3969,0,3,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,-0.746848344266399,1.02609845715153,3,0,3,3,0,0,NA,0,-0.364418295223542,1,1,0,0,0,0,1,1,1,0.555555555555556,5,5,5,5,5,5,1.66666666666667,1,2,4,1,1,1,1,1,1,1,1,1,2.5,4,4,4,1,1,1,2,2,4,2,2,2,4,4,5,4,4,4,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,0.194642498014292,1.09784831531052,-0.286343066651411,-0.379415956498362,1.22999791671005,1.1148722779043,-0.122041148151279,-0.00456572780430228,0.155054475268644,0.119282858853976,0.331670484844376,0.238850977548776,0.134287074490015,0.0692040477616394,0.979299806530849,0.836276692288985,-0.211013413773019,-0.0950011205556138,-0.632117641195336,0.0220888103797994,0.421451660273048,0.245750247369868,-0.799680634330659,0.799680634330659,-0.638046737530063,0.262340711327859,0.337613531626619,-1.40646484007943,-1.44904308632954,-1.28501601879354,-0.8144142393618,-0.256127892757299,0.416369976131932,1.42458073488031,0.263494523143832,0.200948854862619,0.420306999246066,0.505267855639371,2.08333333333333,3,3.25,-2,2,3,3.08333333333333,1,1
"29","Surveyor 3","https://columbiaodk.appspot.com/view/binaryData?blobKey=build_Zim_fear_rv8%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A14dd4a45-1ee4-4a28-8d85-c028c7b28cea%5D%2Faudio_1",0.010789318,"Wed Sep 30 09:34:40 UTC 2015","Wed Sep 30 10:54:47 UTC 2015","C",0,"Faye1","Bikita",1.54545454545455,1.54545454545455,1,2,23,529,300,2,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.871310818145932,-0.347863241288371,0,0,0,0,0,0,NA,0,-0.472521919550263,0,0,0,0,0,0,0,0,0,0,4,4,2,2,2,4,1.83333333333333,4,1,3,1,1,1,3,3,1,1,1,3,2,4,1,4,1,1,1,4,1,2,2,2,2,4,2,4,2,2,3,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,-1.30209119361285,-1.04439903024185,-1.04954430804501,-1.16042911002884,1.22999791671005,-1.07236981569681,0.347008565827733,0.482445237987922,-1.18595720273044,-1.2944399127487,-0.936870014958815,0.725680995482587,-0.364840554461642,-0.753410104876714,0.159965307042888,-2.1188356578668,-1.58623876560407,0.785156319886102,-0.632117641195336,-0.773108363292995,-0.928050479356025,-0.884342131046313,0.654086605797631,-0.654086605797631,0.498363036178398,-1.23674906768848,-0.079515156097389,-1.40646484007943,-1.44904308632954,-1.28501601879354,-0.953817871994738,0.91474247413321,-1.37607476416697,-0.341382689058106,-0.95850906245075,-1.02388226049049,-0.156938664954539,-0.585773481582893,1.91666666666667,2.5,2.5,-4,0,-2,2.08333333333333,1,1
